时间步 1000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.201218e+04/ 轮得分 3.89
时间步 2000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.252483e+04/ 轮得分 3.90
时间步 3000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.254382e+04/ 轮得分 3.90
时间步 4000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.196697e+04/ 轮得分 3.90
时间步 5000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.211858e+04/ 轮得分 3.90
时间步 6000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.290657e+04/ 轮得分 3.90
时间步 7000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.229229e+04/ 轮得分 3.90
时间步 8000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.200495e+04/ 轮得分 3.90
时间步 9000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.203328e+04/ 轮得分 3.90
时间步 10000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.291358e+04/ 轮得分 3.90
时间步 11000/ 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 3.992586e+04/ 轮得分 3.67
时间步 12000/ 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 2.294340e+04/ 轮得分 3.61
时间步 13000/ 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 2.995573e+04/ 轮得分 3.61
时间步 14000/ 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 1.937391e+04/ 轮得分 3.52
时间步 15000/ 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 1.658503e+04/ 轮得分 3.56
时间步 16000/ 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.265795e+04/ 轮得分 3.58
时间步 17000/ 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 9.681153e+03/ 轮得分 3.60
时间步 18000/ 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 7.583159e+03/ 轮得分 3.62
时间步 19000/ 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 3.239831e+03/ 轮得分 3.63
时间步 20000/ 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 4.060438e+03/ 轮得分 3.64
时间步 21000/ 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 3.104872e+03/ 轮得分 3.65
时间步 22000/ 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 2.304425e+03/ 轮得分 3.66
时间步 23000/ 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 9.664902e+02/ 轮得分 3.54
时间步 24000/ 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 7.135399e+02/ 轮得分 3.81
时间步 1000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.375893e+04/ 轮得分 3.89
时间步 2000/ 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 6.274061e+04/ 轮得分 3.90
时间步 3000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.348550e+04/ 轮得分 3.90
时间步 4000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.378263e+04/ 轮得分 3.90
时间步 5000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.300328e+04/ 轮得分 3.90
时间步 6000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.414570e+04/ 轮得分 3.90
时间步 7000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.339646e+04/ 轮得分 3.90
时间步 8000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.369210e+04/ 轮得分 3.90
时间步 9000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.315079e+04/ 轮得分 3.90
时间步 10000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.353856e+04/ 轮得分 3.90
时间步 11000/ 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 3.457676e+04/ 轮得分 3.72
时间步 12000/ 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 2.621733e+04/ 轮得分 3.67
时间步 1000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.407473e+04/ 轮得分 3.89
时间步 2000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.453293e+04/ 轮得分 3.90
时间步 3000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.431239e+04/ 轮得分 3.90
时间步 4000/ 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 6.464555e+04/ 轮得分 3.90
时间步 5000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.446985e+04/ 轮得分 3.90
时间步 6000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.401165e+04/ 轮得分 3.90
时间步 7000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.429433e+04/ 轮得分 3.90
时间步 8000/ 状态 observe/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.418390e+04/ 轮得分 3.90
时间步 1000/（0m 32s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 -1/ Q_MAX 8.347220e+04/ 轮得分 2.54
时间步 2000/（1m 5s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 6.285689e+04/ 轮得分 2.47
时间步 3000/（1m 38s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 6.373364e+04/ 轮得分 2.53
时间步 4000/（2m 12s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 5.546964e+04/ 轮得分 2.55
时间步 5000/（2m 45s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 5.694093e+04/ 轮得分 2.54
时间步 6000/（3m 18s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 5.163315e+04/ 轮得分 2.55
时间步 7000/（3m 51s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 5.648057e+04/ 轮得分 2.55
时间步 8000/（4m 24s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 8.208366e+04/ 轮得分 2.58
时间步 9000/（4m 57s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 7.241159e+04/ 轮得分 2.65
时间步 10000/（5m 30s） 状态 observe/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 5.905132e+04/ 轮得分 2.57
时间步 11000/（7m 32s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 3.614115e+04/ 轮得分 2.61
时间步 12000/（9m 34s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 2.872385e+04/ 轮得分 2.69
时间步 13000/（11m 35s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 2.228595e+04/ 轮得分 2.76
时间步 14000/（13m 34s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.670479e+04/ 轮得分 2.83
时间步 15000/（15m 33s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.282715e+04/ 轮得分 2.88
时间步 16000/（17m 32s） 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 9.084756e+03/ 轮得分 2.92
时间步 17000/（19m 31s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 7.533510e+03/ 轮得分 2.96
时间步 18000/（21m 31s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 5.710248e+03/ 轮得分 3.00
时间步 19000/（23m 30s） 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 5.596298e+03/ 轮得分 3.04
时间步 20000/（25m 29s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 4.252447e+03/ 轮得分 3.08
时间步 21000/（27m 29s） 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 1.915220e+03/ 轮得分 3.11
时间步 22000/（29m 28s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 2.490063e+03/ 轮得分 3.10
时间步 23000/（31m 28s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.925614e+03/ 轮得分 3.13
时间步 24000/（33m 28s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.435702e+03/ 轮得分 3.16
时间步 25000/（35m 28s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.071870e+03/ 轮得分 3.18
时间步 26000/（37m 29s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 7.965101e+02/ 轮得分 3.21
时间步 27000/（39m 29s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 5.884675e+02/ 轮得分 3.23
时间步 28000/（41m 28s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 4.283149e+02/ 轮得分 3.25
时间步 29000/（43m 30s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 3.068543e+02/ 轮得分 3.27
时间步 30000/（45m 30s） 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 2.178965e+02/ 轮得分 3.29
时间步 31000/（49m 37s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.504851e+02/ 轮得分 3.30
时间步 32000/（51m 36s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.023789e+02/ 轮得分 3.32
时间步 33000/（53m 35s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 6.443961e+01/ 轮得分 3.34
时间步 34000/（55m 46s） 状态 explore/ Epsilon 0.10/ 行动 0/ 奖励 0.1/ Q_MAX 3.522954e+01/ 轮得分 3.35
时间步 35000/（57m 45s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.734313e+01/ 轮得分 3.36
时间步 36000/（59m 44s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 9.565521e+00/ 轮得分 3.38
时间步 37000/（61m 44s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 5.643836e+00/ 轮得分 3.39
时间步 38000/（63m 43s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 4.059756e+00/ 轮得分 3.40
时间步 39000/（65m 42s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 3.686271e+00/ 轮得分 3.41
时间步 40000/（67m 41s） 状态 explore/ Epsilon 0.10/ 行动 1/ 奖励 0.1/ Q_MAX 1.496078e+00/ 轮得分 3.42
